date,station,temperature,green,red,nir,swir1,swir2
2023-08-16,8,28.8,2306,2497,4296,3201,2726
2023-08-16,16,28.1,2230,2326,4176,3057,2446
2023-08-16,18,28.4,1645,1551,4464,3360,2821
2023-08-16,24,28.2,3334,3902,4628,4889,4174
2023-08-16,35,27.2,2444,2798,3331,3621,3270
2023-08-16,36,26.2,2453,2313,3273,2956,2472
2023-08-16,38,28.1,2164,2177,3117,3014,2606
2023-08-16,39,30.8,2906,3098,3912,3404,2875
2023-08-16,54,28.7,2656,3136,4064,4232,3693
2023-08-16,56,28.9,2364,2477,3688,3248,2931
2023-08-16,58,30.9,2197,2250,4396,3690,2969
2023-08-16,59,28.6,2168,2235,4704,3282,2629
2023-08-16,102,26.2,2042,2500,2788,3184,2676
2023-08-16,103,26.9,1843,1730,3544,2905,2374
2023-08-04,4,21.1,3362,3502,4054,3800,3400
2023-08-04,8,21.0,2030,2042,3806,3080,2734
2023-08-04,16,22.1,1836,1836,3664,2634,2178
2023-08-04,18,21.5,1584,1527,4044,3124,2645
2023-08-04,35,22.0,2530,2716,3254,3386,3272
2023-08-04,36,19.5,2348,2338,3164,2819,2417
2023-08-04,38,21.1,2118,2114,3014,2752,2463
2023-08-04,39,22.8,2792,3076,3854,3283,2806
2023-08-04,54,21.0,2626,2962,3894,3922,3525
2023-08-04,56,21.3,2426,2506,3786,3189,2904
2023-08-04,58,23.4,2110,2090,4312,3497,2878
2023-08-04,59,20.4,2296,2250,4560,3139,2619
2023-08-04,102,16.6,1799,2200,2396,2843,2514
2023-08-04,103,18.4,1672,1605,3466,2827,2474
2023-08-04,106,19.5,2992,3224,5064,3799,3250
2023-08-04,107,19.3,1558,1508,4030,2525,2072
2023-08-04,108,18.9,2324,2462,3424,3088,2792
2023-08-04,110,20.8,2084,2730,3928,3942,3723
2023-08-04,111,20.9,1764,1794,2604,2766,2555
2023-08-04,112,22.3,2758,3280,3576,4267,4419
2023-08-04,113,21.7,2758,3280,3576,4267,4419
2023-08-04,114,22.0,2588,3530,4296,5239,5228
2023-08-04,115,22.7,2588,3530,4296,5239,5228
2023-05-16,4,16.6,2864,3010,3792,3722,3288
2023-05-16,8,15.9,2134,2282,3872,3135,2874
2023-05-16,16,17.1,1728,1527,4296,2710,2167
2023-05-16,18,16.7,1960,2014,2820,3269,2987
2023-05-16,24,15.6,2884,3386,4912,4617,3859
2023-05-16,35,17.5,2290,2686,2982,3318,3198
2023-05-16,36,14.4,1917,1914,3316,2814,2448
2023-05-16,38,15.9,2282,2338,2986,2736,2449
2023-05-16,39,18.2,3004,3126,4640,3659,3036
2023-05-16,54,15.9,2336,2556,4200,4129,3525
2023-05-16,56,16.7,1893,1878,3552,3018,2747
2023-05-16,58,19.0,2284,2410,4700,3468,2734
2023-05-16,59,15.6,2576,2554,4108,3384,2895
2023-05-16,102,11.1,2686,2438,4180,2962,2495
2023-05-16,103,13.2,1764,1879,3344,2805,2360
2023-05-16,106,14.3,2368,2476,4784,3849,3208
2023-05-16,107,12.4,2188,2062,4488,2985,2486
2023-05-16,108,14.4,2128,2220,4008,3280,2831
2023-05-16,112,16.8,2300,2544,3524,3918,3845
2023-05-16,113,16.1,2300,2544,3524,3918,3845
2023-05-16,114,17.0,2128,3044,3850,5410,5448
2023-05-16,115,16.8,2128,3044,3850,5410,5448
2023-07-25,4,25.2,2936,3092,3864,3712,3301
2023-07-25,8,25.2,2068,2348,4176,3192,2911
2023-07-25,16,24.2,1712,1479,4112,2618,2143
2023-07-25,18,24.7,1831,1889,2716,3235,2909
2023-07-25,24,24.2,3112,3630,4756,4629,3997
2023-07-25,35,25.3,2628,2862,3092,3446,3350
2023-07-25,36,22.9,1958,1978,3396,2796,2480
2023-07-25,38,24.6,2170,2298,2974,2706,2462
2023-07-25,39,26.2,2842,3040,4140,3458,2908
2023-07-25,54,25.3,2234,2498,3568,4204,3707
2023-07-25,56,24.9,1878,1836,3396,2997,2752
2023-07-25,58,26.8,2222,2382,4500,3743,3031
2023-07-25,59,24.0,2144,2232,3670,3246,2740
2023-07-25,102,20.2,2472,2548,3718,2964,2533
2023-07-25,103,22.2,1871,1878,3372,3285,2706
2023-07-25,106,22.2,2604,2486,4852,3749,3148
2023-07-25,107,21.3,1710,1724,4100,2743,2291
2023-07-25,108,21.8,1918,2054,3874,3149,2788
2023-07-25,110,23.8,2002,2518,2880,3731,3658
2023-07-25,111,24.4,2284,2584,3342,3116,2950
2023-07-25,112,25.7,2502,2652,3276,3987,4008
2023-07-25,113,26.0,2502,2652,3276,3987,4008
2023-07-25,114,25.6,2108,3040,3754,5399,5462
2023-07-25,115,25.0,2108,3040,3754,5399,5462
2023-07-27,4,28.1,3320,3512,4039,3896,3375
2023-07-27,8,28.3,2338,2245,4460,3342,2781
2023-07-27,16,27.3,2096,2211,4082,3021,2453
2023-07-27,18,28.0,1758,1653,4748,3588,2930
2023-07-27,24,27.4,3262,3803,4600,4996,4256
2023-07-27,35,27.4,2990,3082,3642,3790,3497
2023-07-27,36,26.3,2348,2366,3336,3104,2596
2023-07-27,38,27.4,2242,2344,3200,3091,2630
2023-07-27,39,29.8,2920,3197,3933,3530,2924
2023-07-27,54,28.2,2750,3125,4064,4241,3697
2023-07-27,56,28.5,2358,2335,3561,3059,2734
2023-07-27,58,29.8,2210,2236,4372,3812,3045
2023-07-27,59,27.8,2306,2274,4896,3613,2777
2023-07-27,102,23.5,2334,2477,2758,3263,2836
2023-07-27,103,25.6,1891,1728,3693,3115,2610
2023-07-27,106,25.0,3222,3611,5321,4304,3631
2023-07-27,107,24.1,1745,1619,4427,2888,2289
2023-07-27,108,24.4,2526,2708,3590,3627,3087
2023-07-27,110,26.7,2626,3024,4593,4463,4127
2023-07-27,111,27.4,2072,2128,2964,3109,2687
2023-07-27,112,29.4,3032,3580,3846,4942,5139
2023-07-27,113,29.0,3032,3580,3846,4942,5139
2023-07-27,114,29.0,2732,3845,4497,5290,5237
2023-07-27,115,28.1,2732,3845,4497,5290,5237
2023-04-18,4,16.3,3384,3509,4177,3936,3455
2023-04-18,8,15.9,2021,1991,4232,3104,2740
2023-04-18,16,15.9,2058,1855,4289,2799,2261
2023-04-18,18,16.9,1692,1657,3841,3394,2818
2023-04-18,24,14.6,3230,3502,4848,4539,3794
2023-04-18,35,15.2,2566,2749,3176,3353,3168
2023-04-18,36,13.7,2332,2345,3111,2960,2454
2023-04-18,38,15.2,2070,2122,3388,2919,2514
2023-04-18,39,17.3,2994,3229,4219,3511,2923
2023-04-18,54,15.8,2566,2876,4197,3990,3438
2023-04-18,56,15.8,2350,2414,3249,3153,2889
2023-04-18,58,16.9,2006,2098,3769,3821,3099
2023-04-18,59,15.1,2046,2096,4264,3277,2662
2023-04-18,102,11.1,2180,2311,2726,3046,2644
2023-04-18,103,13.3,1944,1824,3532,3031,2528
2023-04-18,106,13.7,3252,3653,5277,4404,3737
2023-04-18,107,12.3,1660,1506,4272,2699,2219
2023-04-18,108,12.9,2444,2544,3576,3458,2983
2023-04-18,110,15.1,2566,3076,3929,4200,3985
2023-04-18,111,15.2,2052,2175,2909,3018,2689
2023-04-18,112,16.4,2794,3245,3647,4182,4292
2023-04-18,113,15.7,2794,3245,3647,4182,4292
2023-04-18,114,16.4,2562,3545,4445,5072,5108
2023-04-18,115,16.5,2562,3545,4445,5072,5108
2023-08-19,4,31.0,3298,3518,3778,3795,3245
2023-08-19,8,30.4,1954,2046,3872,3051,2631
2023-08-19,16,28.7,2320,2338,3712,2733,2185
2023-08-19,18,30.0,1664,1657,4300,3024,2521
2023-08-19,24,29.2,3082,3626,4204,4737,3992
2023-08-19,35,28.6,2418,2578,2982,3294,3132
2023-08-19,36,27.0,1926,1982,2836,2616,2261
2023-08-19,38,29.4,1903,1932,2820,2804,2445
2023-08-19,39,31.3,2938,3126,3780,3207,2669
2023-08-19,54,30.0,2614,3072,3740,3973,3445
2023-08-19,56,30.5,2228,2394,3422,3121,2734
2023-08-19,58,32.9,1717,1741,3776,3386,2636
2023-08-19,59,29.1,2328,2204,4656,2996,2385
2023-08-19,102,25.6,1885,2192,2446,2857,2468
2023-08-19,103,26.2,1826,1741,3160,2686,2317
2023-08-19,106,27.1,3120,3504,4920,3829,3170
2023-08-19,107,25.5,1548,1482,3518,2430,1960
2023-08-19,108,27.1,2422,2660,3400,3149,2668
2023-08-19,110,29.5,2418,2752,3746,3897,3587
2023-08-19,111,29.6,1550,1548,2164,2692,2363
2023-08-19,112,31.6,2870,3288,3548,4221,4304
2023-08-19,113,29.9,2870,3288,3548,4221,4304
2023-08-19,114,28.9,2754,3644,4132,4938,4865
2023-08-19,115,28.9,2754,3644,4132,4938,4865
2023-05-11,4,16.1,3216,3364,3994,3943,3483
2023-05-11,8,16.1,2028,1941,3972,3132,2753
2023-05-11,16,17.8,1976,1947,3686,2706,2188
2023-05-11,18,16.6,1719,1713,4200,3083,2538
2023-05-11,24,15.9,2870,3368,4408,4650,3766
2023-05-11,35,17.4,2508,2712,3310,3361,3036
2023-05-11,36,14.9,2310,2312,3050,2766,2388
2023-05-11,38,16.1,2152,2200,3272,2874,2441
2023-05-11,39,17.8,2446,2604,3216,2854,2346
2023-05-11,54,16.7,2550,2906,4112,3850,3253
2023-05-11,56,16.7,2048,2116,3498,2917,2606
2023-05-11,58,18.6,1696,1672,2844,2319,1852
2023-05-11,59,16.0,2234,2124,4536,3132,2541
2023-05-11,102,11.8,2240,2450,2894,2871,2439
2023-05-11,103,13.5,1924,1834,3338,2814,2378
2023-05-11,106,14.6,2616,2942,4784,3752,3048
2023-05-11,107,13.4,1747,1572,4232,2595,2094
2023-05-11,108,14.2,3504,3622,4748,4657,3811
2023-05-11,110,16.1,2322,2648,3978,3898,3570
2023-05-11,111,16.2,1956,1954,2888,2806,2467
2023-05-11,112,16.9,2744,3056,3684,4164,4181
2023-05-11,113,16.6,2744,3056,3684,4164,4181
2023-05-11,114,17.2,2628,3422,4232,4883,4847
2023-05-11,115,17.8,2628,3422,4232,4883,4847
2023-09-25,4,23.9,3382,3567,4043,3601,3045
2023-09-25,8,21.0,1758,1724,3513,2837,2394
2023-09-25,16,19.6,2095,2047,3993,2825,2298
2023-09-25,18,23.8,1446,1433,4288,2999,2431
2023-09-25,24,21.6,3238,3522,4605,4180,3429
2023-09-25,35,21.4,2837,2949,3592,3357,3013
2023-09-25,36,19.2,1618,1591,2331,2633,2117
2023-09-25,38,22.1,2015,2140,2936,2840,2418
2023-09-25,39,26.3,2864,3075,3908,3112,2586
2023-09-25,54,22.7,2505,2784,3923,3893,3371
2023-09-25,56,23.5,2255,2300,3485,3029,2718
2023-09-25,58,24.9,1903,1829,3442,3130,2550
2023-09-25,59,21.3,1943,1805,4628,3080,2528
2023-09-25,102,18.6,2022,2159,2476,2795,2389
2023-09-25,103,19.4,1930,1886,3864,2768,2322
2023-09-25,106,19.0,3286,3321,5308,3655,3047
2023-09-25,107,19.2,1450,1300,4240,2429,1926
2023-09-25,108,20.7,2373,2449,3385,3268,2771
2023-09-25,109,27.2,1900,2008,2645,3042,2797
2023-09-25,110,23.6,2459,3102,4243,4151,3821
2023-09-25,111,22.3,1751,1662,2714,2768,2455
2023-09-25,112,23.7,2397,2880,3152,3921,3840
2023-09-25,113,21.3,2397,2880,3152,3921,3840
2023-09-25,114,21.2,2616,3756,4576,5000,4976
2023-09-25,115,21.3,2616,3756,4576,5000,4976
2023-04-08,4,19.9,3460,3598,4169,3939,3513
2023-04-08,8,21.8,2028,2062,3856,3161,2844
2023-04-08,16,18.5,2118,2009,3847,2857,2357
2023-04-08,18,20.1,2013,1955,4252,3470,2977
2023-04-08,24,19.1,2996,3388,4720,4377,3668
2023-04-08,35,18.4,2470,2686,3222,3189,2962
2023-04-08,36,16.8,2094,2090,2637,2877,2457
2023-04-08,38,20.8,2176,2178,3182,2985,2604
2023-04-08,39,22.6,3088,3360,4224,3593,3057
2023-04-08,54,19.9,2600,2968,4095,3990,3510
2023-04-08,56,20.0,2382,2600,3028,3167,2995
2023-04-08,58,20.2,2048,2160,3721,3759,3155
2023-04-08,59,18.9,2198,2292,3927,3291,2740
2023-04-08,102,16.0,1982,2296,2433,2994,2630
2023-04-08,103,16.0,2156,2202,3184,3037,2668
2023-04-08,106,15.9,3392,3778,5012,4411,3814
2023-04-08,107,17.2,1655,1637,3309,2679,2276
2023-04-08,108,16.7,2506,2724,3446,3426,2999
2023-04-08,110,18.7,2506,3112,3645,4152,3960
2023-04-08,111,20.2,2018,2076,2488,2927,2704
2023-04-08,112,21.4,2372,2875,3233,3997,4039
2023-04-08,113,18.9,2372,2875,3233,3997,4039
2023-04-08,114,18.0,2710,3776,4573,4962,4953
2023-04-08,115,17.9,2710,3776,4573,4962,4953
2023-07-15,4,26.7,3380,3552,3952,3887,3482
2023-07-15,8,27.6,2344,2308,4200,3305,2829
2023-07-15,16,26.3,1912,1937,3584,2748,2275
2023-07-15,18,28.0,1558,1656,4066,3248,2718
2023-07-15,24,25.4,3172,3788,4504,4826,4193
2023-07-15,35,27.2,3008,3134,3430,3490,3451
2023-07-15,36,24.8,2296,2404,3314,2909,2531
2023-07-15,38,25.4,2168,2202,3114,2816,2560
2023-07-15,39,27.1,2908,3050,3972,3361,2850
2023-07-15,54,26.8,2606,3048,3832,4001,3571
2023-07-15,56,27.1,2354,2328,3578,3129,2871
2023-07-15,58,27.2,2084,2024,4196,3572,2846
2023-07-15,59,26.1,2490,2492,4580,3284,2700
2023-07-15,102,22.0,1974,2210,2530,2919,2555
2023-07-15,103,22.8,1784,1740,3222,3033,2577
2023-07-15,106,24.1,3050,3254,4916,3938,3289
2023-07-15,107,22.5,1584,1441,4010,2603,2151
2023-07-15,108,23.0,2340,2542,3500,3274,2869
2023-07-15,110,25.8,2290,2750,3728,4039,3846
2023-07-15,111,25.9,1892,1924,2740,2832,2576
2023-07-15,112,26.4,2736,3208,3544,4469,4622
2023-07-15,113,28.8,2736,3208,3544,4469,4622
2023-07-15,114,26.2,2478,3436,4284,5228,5193
2023-07-15,115,26.4,2478,3436,4284,5228,5193
2023-07-17,4,29.4,3376,3469,3986,3915,3354
2023-07-17,8,29.6,2412,2438,4480,3483,2917
2023-07-17,16,29.3,2068,2034,3442,2673,2198
2023-07-17,18,29.0,1751,1725,4652,3652,3055
2023-07-17,24,28.8,3210,3688,4516,4916,4163
2023-07-17,35,29.9,2698,2880,3366,3783,3482
2023-07-17,36,28.1,1677,1725,2120,1935,1683
2023-07-17,38,29.5,2340,2378,3526,3242,2732
2023-07-17,39,30.9,3004,3212,3988,3672,3029
2023-07-17,54,29.4,2858,3192,4086,4308,3723
2023-07-17,56,29.5,2284,2384,3584,3315,2943
2023-07-17,58,31.9,2568,2516,4840,4283,3347
2023-07-17,59,29.1,1614,1608,2560,2063,1735
2023-07-17,102,25.3,1505,1577,1789,1902,1700
2023-07-17,103,27.0,1932,1880,3880,3297,2748
2023-07-17,106,27.1,3266,3565,5288,4285,3543
2023-07-17,107,25.4,1826,1735,4616,3082,2460
2023-07-17,108,25.9,2648,2731,3662,3759,3161
2023-07-17,110,28.7,2594,3080,4408,4453,4137
2023-07-17,111,28.7,2152,2234,3116,3264,2822
2023-07-17,112,31.2,2988,3583,3886,5035,5402
2023-07-17,113,29.6,2988,3583,3886,5035,5402
2023-07-17,114,30.3,2736,3710,4392,5235,5178
2023-07-17,115,29.3,2736,3710,4392,5235,5178
2023-09-10,4,25.0,3360,3446,4042,3794,3248
2023-09-10,8,23.5,1951,1902,3872,3167,2706
2023-09-10,16,22.2,2122,2208,4109,2953,2348
2023-09-10,18,23.9,1526,1497,3078,2230,1903
2023-09-10,24,22.8,2722,2944,3808,4086,3244
2023-09-10,35,22.9,2426,2680,3109,3330,3131
2023-09-10,36,21.4,2064,2040,2846,2808,2347
2023-09-10,38,23.0,2310,2390,3248,3029,2671
2023-09-10,39,24.2,2876,3038,3808,3142,2562
2023-09-10,54,23.5,2514,2755,3622,3989,3531
2023-09-10,56,24.0,2476,2558,3776,3470,3053
2023-09-10,58,25.1,2006,1995,3877,3136,2434
2023-09-10,59,22.7,2074,2044,4445,3219,2524
2023-09-10,102,19.0,2108,2306,2632,3063,2662
2023-09-10,103,20.6,1990,1833,3707,2915,2439
2023-09-10,106,21.2,2012,2026,3007,2233,1779
2023-09-10,107,19.3,1662,1481,4257,2601,2039
2023-09-10,108,20.2,2444,2545,3631,3383,2905
2023-09-10,109,0.0,2086,2190,2784,3263,2956
2023-09-10,110,23.2,2568,3046,3888,4282,3945
2023-09-10,111,23.2,2034,2092,2938,2911,2538
2023-09-10,112,24.0,2514,2957,3304,4202,4281
2023-09-10,113,23.9,2514,2957,3304,4202,4281
2023-09-10,114,23.9,2768,3518,4200,4976,4679
2023-09-10,115,24.1,2768,3518,4200,4976,4679
2023-08-14,4,30.4,3320,3460,4006,3740,3382
2023-08-14,8,30.3,2254,2276,4078,3133,2662
2023-08-14,16,28.9,1994,2018,3764,2767,2288
2023-08-14,18,31.6,1560,1542,4030,3047,2597
2023-08-14,24,28.7,3138,3696,4524,4773,4130
2023-08-14,35,28.6,2560,2806,3152,3271,3217
2023-08-14,36,27.1,2360,2204,2986,2725,2406
2023-08-14,38,28.8,2096,2094,2982,2760,2488
2023-08-14,39,30.4,2878,3082,3946,3261,2784
2023-08-14,54,29.2,2604,3018,3856,4005,3595
2023-08-14,56,30.0,2386,2444,3680,3172,2858
2023-08-14,58,31.6,1968,2000,4120,3431,2815
2023-08-14,59,29.1,2128,2032,4572,3100,2529
2023-08-14,102,25.0,2012,2032,2502,2887,2494
2023-08-14,103,27.2,1808,1749,3220,2816,2413
2023-08-14,106,27.1,3038,3318,4988,3899,3274
2023-08-14,107,25.9,1610,1434,3884,2521,2041
2023-08-14,108,25.9,2414,2556,3414,3158,2792
2023-08-14,110,29.0,2230,2810,3686,3858,3702
2023-08-14,111,29.2,1756,1806,2580,2715,2482
2023-08-14,112,30.5,2576,3066,3354,4177,4371
2023-08-14,113,30.4,2576,3066,3354,4177,4371
2023-08-14,114,29.9,2620,3520,4096,5119,5077
2023-08-14,115,29.7,2620,3520,4096,5119,5077
2023-10-10,4,21.0,3358,3380,3830,3578,3095
2023-10-10,8,21.0,1572,1589,3269,2710,2362
2023-10-10,16,19.5,2006,2085,4112,2816,2249
2023-10-10,18,23.1,1471,1391,3994,2899,2414
2023-10-10,24,21.4,3186,3442,4703,4190,3398
2023-10-10,36,19.0,1542,1443,2282,2470,2027
2023-10-10,38,21.8,1941,1864,2777,2732,2394
2023-10-10,39,24.2,2696,2909,3703,3047,2498
2023-10-10,54,23.4,2384,2609,3908,3772,3338
2023-10-10,56,23.4,2030,2007,3322,2962,2675
2023-10-10,58,24.0,1808,1816,3326,3097,2538
2023-10-10,59,20.8,1910,1910,4066,2917,2362
2023-10-10,102,19.5,1742,1972,2350,2777,2446
2023-10-10,103,19.8,1836,1697,3790,2664,2224
2023-10-10,106,18.5,2738,2897,4860,3354,2689
2023-10-10,107,19.3,1555,1419,4161,2470,1907
2023-10-10,108,21.0,2304,2396,3339,3125,2688
2023-10-10,109,29.3,1629,1857,2285,2819,2729
2023-10-10,110,21.8,2512,3128,4157,4224,3962
2023-10-10,111,22.2,1880,1876,2699,2674,2444
2023-10-10,112,23.8,2131,2493,2959,3676,3692
2023-10-10,113,21.3,2131,2493,2959,3676,3692
2023-10-10,114,20.6,2377,3334,4152,5041,5034
2023-10-10,115,21.2,2377,3334,4152,5041,5034
2023-08-24,4,33.0,3256,3412,3878,3775,3288
2023-08-24,8,32.2,2046,2074,3934,3068,2641
2023-08-24,16,30.6,2110,2114,3736,2787,2291
2023-08-24,18,31.7,1578,1636,3810,2981,2507
2023-08-24,24,31.2,3046,3580,4428,4747,4065
2023-08-24,35,31.1,2298,2654,3134,3237,3116
2023-08-24,36,29.7,2148,2128,2876,2664,2346
2023-08-24,38,31.7,1976,2044,2902,2754,2432
2023-08-24,39,33.5,2790,3084,3856,3171,2653
2023-08-24,54,31.9,2574,2974,3732,4007,3548
2023-08-24,56,31.7,2246,2316,3408,3014,2747
2023-08-24,58,34.7,2012,2012,3966,3463,2743
2023-08-24,59,31.3,2066,2140,4444,3068,2489
2023-08-24,102,27.3,1893,2318,2694,2803,2500
2023-08-24,103,30.7,1778,1744,3274,2747,2346
2023-08-24,107,28.1,1606,1461,3924,2507,2020
2023-08-24,108,28.8,2302,2492,3372,3104,2694
2023-08-24,110,31.0,2226,2602,3674,3846,3641
2023-08-24,111,31.6,1879,1908,2572,2720,2490
2023-08-24,112,33.4,2748,3066,3410,4100,4201
2023-08-24,113,31.6,2748,3066,3410,4100,4201
2023-08-24,114,32.5,2528,3404,4072,5065,5022
2023-08-24,115,32.0,2528,3404,4072,5065,5022
2023-04-13,4,13.4,3402,3489,4168,3892,3485
2023-04-13,8,12.2,2034,2110,4143,3225,2912
2023-04-13,16,11.9,1998,1940,4041,2921,2379
2023-04-13,18,16.3,1974,1942,4344,3567,3066
2023-04-13,24,10.9,3032,3350,4816,4494,3801
2023-04-13,35,12.1,2492,2670,3198,3170,3055
2023-04-13,36,10.2,2194,2213,2733,2893,2513
2023-04-13,38,10.2,2130,2209,3279,2932,2630
2023-04-13,39,12.2,2990,3250,4239,3596,3018
2023-04-13,54,11.8,2532,2848,4140,3905,3411
2023-04-13,56,12.7,2328,2551,3028,3195,2901
2023-04-13,58,11.2,2015,2204,3830,4082,3328
2023-04-13,59,12.6,2062,1912,3632,2712,2277
2023-04-13,102,8.0,1922,2190,2582,2898,2549
2023-04-13,103,9.0,2032,2076,3414,3092,2632
2023-04-13,106,9.6,3426,3880,5316,4594,3993
2023-04-13,107,9.1,1618,1585,3836,2775,2378
2023-04-13,108,8.8,2448,2607,3446,3370,2986
2023-04-13,110,11.3,2660,3301,3958,4231,4082
2023-04-13,111,11.4,2004,2032,2627,3026,2862
2023-04-13,112,13.6,2606,2969,3533,4017,4087
2023-04-13,113,14.4,2606,2969,3533,4017,4087
2023-04-13,114,11.8,2734,3723,4544,5242,5360
2023-04-13,115,12.6,2734,3723,4544,5242,5360
2023-07-20,4,31.1,3272,3452,4012,3754,3236
2023-07-20,8,31.2,2292,2136,4084,3205,2765
2023-07-20,16,30.2,2082,1900,3530,2715,2186
2023-07-20,18,31.9,1680,1715,4488,3202,2653
2023-07-20,24,29.7,3196,3668,4448,4735,3975
2023-07-20,35,31.0,2850,2936,3540,3454,3198
2023-07-20,36,28.8,2422,2348,3312,2836,2363
2023-07-20,38,30.1,2144,2124,3158,2858,2476
2023-07-20,39,31.0,2918,3120,3842,3266,2694
2023-07-20,54,31.4,2612,3088,3880,3956,3483
2023-07-20,56,31.6,2340,2310,3600,2936,2656
2023-07-20,58,31.1,1901,1947,4072,3512,2808
2023-07-20,59,30.2,2236,2294,4720,3238,2622
2023-07-20,102,26.4,2110,2250,2658,2906,2544
2023-07-20,103,27.3,1812,1798,3410,2900,2513
2023-07-20,106,28.2,3156,3396,5164,3860,3149
2023-07-20,107,26.7,1601,1523,3998,2553,2106
2023-07-20,108,26.9,2414,2594,3482,3256,2756
2023-07-20,110,30.1,2346,2562,4006,3953,3610
2023-07-20,112,31.2,2936,3438,3858,4392,4354
2023-07-20,113,32.5,2936,3438,3858,4392,4354
2023-07-20,114,30.5,2642,3592,4272,5066,4970
2023-07-20,115,30.4,2642,3592,4272,5066,4970
2023-04-06,4,17.3,3380,3512,4044,3796,3439
2023-04-06,8,17.4,1950,2048,3798,3138,2891
2023-04-06,16,15.4,1894,1910,3476,2575,2167
2023-04-06,18,17.1,1881,1860,3558,3091,2708
2023-04-06,24,15.5,2812,3236,4576,4217,3586
2023-04-06,35,15.3,2440,2606,3086,2821,2713
2023-04-06,36,13.5,2052,2040,2554,2624,2332
2023-04-06,38,15.6,2046,2110,3040,2749,2565
2023-04-06,39,18.2,3112,3216,4148,3501,2979
2023-04-06,54,16.1,2488,2806,3912,3881,3473
2023-04-06,56,17.1,2206,2456,2802,3052,2864
2023-04-06,58,17.5,1898,2016,3498,3805,3249
2023-04-06,59,15.2,2196,2156,3828,3220,2752
2023-04-06,102,12.2,2050,2062,2466,2724,2391
2023-04-06,103,13.2,2052,2064,2958,2988,2636
2023-04-06,106,13.8,3354,3864,4864,4342,3823
2023-04-06,107,13.8,1542,1497,2860,2469,2110
2023-04-06,108,14.4,2376,2588,3234,3027,2831
2023-04-06,110,15.7,2402,2986,3314,3671,3619
2023-04-06,111,15.7,1784,1910,2274,2776,2656
2023-04-06,112,17.9,2506,3046,3292,3797,3932
2023-04-06,113,15.7,2506,3046,3292,3797,3932
2023-04-06,114,16.1,2590,3254,3898,4940,5023
2023-04-06,115,16.2,2590,3254,3898,4940,5023
2023-09-13,4,22.3,3486,3602,4078,3822,3366
2023-09-13,8,21.1,1780,1613,3574,2833,2459
2023-09-13,16,20.8,1898,1932,3592,2692,2169
2023-09-13,18,22.7,1420,1442,3792,2849,2401
2023-09-13,24,21.1,2950,3376,4208,4378,3826
2023-09-13,35,21.9,2810,2974,3286,3132,2940
2023-09-13,36,20.0,1875,1860,2498,2552,2187
2023-09-13,38,21.6,2076,2100,2980,2824,2506
2023-09-13,39,23.2,2816,3056,3662,3014,2527
2023-09-13,54,22.6,2450,2710,3614,3940,3536
2023-09-13,56,22.6,2194,2230,3476,3072,2754
2023-09-13,58,23.3,1838,1806,3728,2983,2441
2023-09-13,59,21.2,1929,1878,4292,3010,2404
2023-09-13,102,17.6,2015,1984,2372,2663,2310
2023-09-13,103,18.8,1850,1776,3588,2742,2339
2023-09-13,106,19.8,2872,3154,4772,3395,2780
2023-09-13,107,18.8,1483,1312,3852,2360,1865
2023-09-13,108,19.4,2322,2512,3428,3041,2656
2023-09-13,109,0.0,2064,2278,2788,3007,2832
2023-09-13,110,21.6,2306,2794,3480,3785,3566
2023-09-13,111,21.4,1845,1857,2648,2705,2482
2023-09-13,112,22.6,2484,2924,3124,4046,4141
2023-09-13,113,22.0,2484,2924,3124,4046,4141
2023-09-13,114,22.2,2608,3342,4100,5013,5005
2023-09-13,115,22.8,2608,3342,4100,5013,5005
